gene	neg.1	neg.2	day1.1	day1.2
BC005081	2060	3990	1450	2320
NM_000550	6.75	2.96	8.1	2.94
BG818013	8.15	2.96	8.16	3.61
NM_020132	513	825	847	1560
NM_152271	1030	1260	942	1080
NM_000625	6.85	7.44	8.34	5.6
THC2380698	6.9	11	8.42	5.72
NM_002296	6520	11400	4340	10800
BC110326	847	1450	860	1540
A_24_P170067	7.03	17.8	8.66	12.4
NM_014302	2590	3360	1530	3040
NM_018121	131	227	65.9	192
NM_002332	15.8	17.7	17.1	36.1
NM_001246	264	296	232	319
NM_000181	8430	14200	8030	17900
NM_003696	7.3	3.38	9.22	2.94
NM_005749	919	980	614	1170
BC035392	19.5	36.5	9.41	25.8
NM_153184	7.41	2.93	9.51	2.94
NM_007202	618	967	591	943
AK096849	7.45	2.92	9.69	2.94
ENST00000312710	7.47	15	9.78	24.3
AF318328	22.4	25.9	12.2	23.2
A_24_P324250	14.2	45.8	13.8	34.7
NM_005811	559	856	467	760
NM_005629	184	208	257	336
NM_004417	814	1330	693	897
NM_005588	7.41	2.87	10.2	2.92
BC031954	25.8	50.7	23.6	46.5
A_24_P221335	445	806	356	489
A_24_P315674	7.63	23.8	15.6	21.7
THC2376015	99.6	410	195	602
BE173582	44.3	98.5	65.3	104
NM_024519	5650	7670	8190	8720
THC2374944	171	361	285	331
NM_138802	1690	2100	1640	1950
A_24_P937806	6.68	2.74	9.88	2.81
THC2431729	6.54	18.3	9.76	13.9
THC2342423	49.3	105	72.4	98.7
NM_206808	423	447	303	533
AK098427	83.6	145	85.5	166
NM_130767	8.25	8.01	9.01	9.75
AK023465	74.8	156	130	154
XM_931358	10.1	10.5	32.4	24.4
NM_004043	7.95	3.63	9.11	2.98
NM_199324	408	598	361	555
A_32_P159289	247	261	207	238
NM_207336	35.9	83.2	46.4	68.2
NM_004310	7.57	3.59	9.08	3.03
NM_052876	3080	7460	3010	5830
NM_000373	5400	11600	5930	8380
NM_025080	1280	1870	1950	3020
NM_032182	48.4	154	50.3	101
BC003519	70.4	118	64.7	75
BF207040	32.6	48.2	14.2	34.3
NM_198829	3650	6200	4280	5570
NM_001012421	136	330	191	382
NM_152399	6.89	3.14	8.64	3.05
NM_014253	6.83	3.13	8.58	3.05
NM_003759	6.78	8.82	8.52	9.51
NM_057162	6.73	12.1	8.46	7.65
BQ015140	53.2	110	80.7	105
NM_152519	47.9	64.4	42.8	135
NM_213608	6.61	9	8.29	8.64
NM_016929	6.57	3.08	8.23	3.03
NM_012290	143	274	125	383
NM_001004317	242	331	11.9	59
A_32_P152603	6.5	3.06	8.09	3.01
NM_002531	13.2	27	8.05	25.3
AK097143	6.46	3.04	8.02	3
NM_017947	290	520	163	305
AF196178	11.2	19.7	7.96	16.3
NM_014830	51.8	71.6	18.2	33.6
CR590530	1850	2910	1710	2650
NM_001002924	12400	17400	12600	17000
AF119844	6.46	3.01	7.9	2.97
THC2345956	11200	14100	13900	17800
ENST00000256367	6.49	3	7.91	2.96
NM_032038	1360	1490	867	1100
NM_005308	970	1180	907	1470
NM_212482	802	845	617	1100
NM_020745	2380	2430	1950	2200
NM_015853	32700	35900	24500	34700
A_24_P417757	262	346	148	260
NM_013943	1370	2360	1900	3290
NM_020246	12400	13200	7850	10200
THC2408221	661	865	495	758
NM_199227	372	413	176	263
NM_004398	5990	7740	4050	5260
NM_199421	50.5	83.4	51.7	61.6
NM_017784	262	406	205	347
THC2338711	9.57	15	8.49	9.93
BC041849	445	814	259	688
XM_096885	2150	4510	2420	3300
NM_004505	43.3	123	34.4	112
NM_000828	7.16	2.95	8.83	2.94
NM_000207	27.3	36.8	11.6	29
NM_006421	3010	4050	3370	4550
THC2312515	68.6	136	52	145
NM_002904	46500	77200	47900	66200
THC2414226	7.37	4.51	9.3	3
BC111068	1570	1290	556	1230
NM_004544	898	1510	620	1140
NM_001798	177	403	199	389
NM_001319	567	1060	653	1090
NM_014709	105	121	109	137
NM_032383	92.6	224	75.2	190
NM_020834	173	179	128	164
E1A_r60_3	7.53	5.93	10	2.93
A_32_P198223	11.9	27.2	12.1	23.7
NM_017671	32.2	31.7	17.7	20.4
AK023104	7.48	2.88	10.2	2.92
AT_P_3	7.44	2.87	10.2	2.91
NM_152429	326	473	275	391
D13642	349	517	389	482
NM_014886	4670	12200	4830	9120
NM_033089	1270	2820	1400	1300
ENST00000359531	7.11	2.8	10.2	2.86
ENST00000296794	7.01	4.09	10.1	6.1
ENST00000367233	99.5	199	95.5	134
A_24_P272713	6.78	3.29	9.95	2.82
NM_018456	183	686	317	513
DarkCorner	6.5	2.71	9.69	2.78
DarkCorner	8.67	4.62	8.79	2.83
NM_003839	21.3	39.5	57.7	105
NM_144775	40	90.1	33.1	63.7
A_24_P333077	29.9	39.8	26.8	34.8
NM_001009552	5750	23200	15800	23700
NM_015055	787	1430	1100	1570
NM_033258	13.8	33.9	22	31.9
NM_003562	2110	3740	2230	2840
NM_005779	29.6	29.7	24.5	32.2
NM_003443	2550	4370	3360	4690
NM_017805	239	298	221	238
NM_080860	7.57	3.18	9.13	3.03
NM_004510	330	524	420	716
NM_025138	1610	2900	718	1370
ENST00000383748	7.32	3.17	9.01	3.05
NM_014719	132	261	127	180
ENST00000263284	166	272	170	271
NM_002550	11.7	26.1	8.85	26.4
NM_044472	954	3120	1740	3570
NM_199050	211	322	325	413
THC2378813	6.91	3.83	8.67	3.05
A_32_P101019	9.72	17.7	10.4	18
NM_130388	6.8	12.7	8.54	13.1
NM_001903	5670	10100	8260	11500
NM_003850	523	732	592	684
NM_006472	6.67	3.09	8.37	3.03
NM_016558	1980	2340	1840	2550
NM_014762	98.6	146	95.3	211
BC032958	6.57	3.07	8.21	3.02
AK091834	6.55	3.06	8.17	3.01
A_24_P50567	19500	46400	12900	43500
NM_000586	6.98	3.05	8.09	3
NM_015079	26	23.9	32.1	35.2
BE703537	59	134	40.9	127
AF011794	294	365	405	387
A_24_P918339	24.3	30.9	18.3	19.7
NM_000038	19	33.7	12.6	26.8
NM_003882	6.51	5.05	7.95	2.96
NM_175605	141	275	152	238
NM_006913	5740	7430	3400	5370
BC013077	257	531	235	369
BC012185	136	175	102	257
NM_139243	6.61	2.98	8	2.95
NM_006295	6110	7020	4070	5560
A_32_P91156	514	842	374	668
NM_005516	11600	9070	14100	13900
THC2408016	6.74	2.97	8.14	2.94
CR749603	672	1310	349	714
A_24_P941540	7470	9340	7180	9230
A_24_P96857	6.86	2.96	8.3	2.93
NM_206996	16	23.6	33.6	33.4
THC2350817	6.95	16.5	12.6	26.1
THC2337721	7	6.53	8.5	5.18
NM_022461	268	288	156	326
THC2307373	427	674	427	568
AF007136	7.14	2.95	8.73	2.94
NM_013359	21.5	31.3	8.82	21.1
ENST00000367003	1330	2230	1500	2930
NM_002697	7.28	2.94	9	2.94
NM_000690	54.4	97.6	57.7	181
NM_024010	1710	3390	1130	2420
A_24_P933761	7.41	2.94	9.29	2.94
BI439791	9.79	19.4	10.3	19.2
NM_014672	329	710	279	761
NM_001017971	163	206	121	267
AF348994	7.53	9.21	9.67	7.88
A_32_P5628	105	206	103	181
NM_020437	138	161	116	155
A_24_P247454	6200	16200	2120	7180
NM_000570	7.58	2.91	10	2.93
NM_032869	332	589	291	417
NM_138443	7230	11700	6500	9490
NM_207517	7.54	7.43	10.2	7.4
NM_014483	16.4	52.5	27.9	71.5
ENST00000378887	2670	5230	2540	4250
AF318325	7.42	10.2	10.3	9.22
NM_002754	27.4	64.6	69.9	76
NM_007175	84.7	235	189	282
RC8	7.2	2.81	10.2	2.87
BC002644	7.11	2.8	10.2	2.86
BC044619	15.9	56.5	48.7	116
NM_138578	220	390	237	335
NM_015026	6.76	29.3	25	31.9
BC036071	6.62	2.72	9.77	2.79
AK002004	23.3	34.9	38.4	42.1
NM_005047	1750	2120	1840	2040
NM_023923	1050	1580	882	1060
BC004857	8.36	23.7	9.29	15.1
AK094743	26900	31300	26900	26000
NM_001171	8.15	16.8	22.3	24.8
NM_198794	224	482	328	462
NM_019590	7.95	5.11	9.25	7.18
NM_181672	1250	4920	2140	3970
A_32_P1841	85.4	103	106	107
BC040678	7.67	3.18	9.21	3.82
NM_001029875	7.58	3.18	9.18	3.03
NM_002610	38.5	85	36.1	71.4
ENST00000376068	37.8	52.2	50.5	54.3
ENST00000381781	7.33	3.17	9.05	3.04
NM_000767	7.25	37.2	9	35
ENST00000307499	7.19	5.09	10.1	3.78
A_32_P178724	7.11	15.1	8.88	15.1
NM_175062	195	177	188	209
NM_138705	29.3	28.7	45.2	47.2
AI868037	6.93	9.78	8.69	5.03
NM_020375	2690	4610	2610	4230
THC2314215	42.5	158	34	164
NM_013986	1570	2250	1560	1860
BC035844	15.8	5.37	8.45	6.16
NM_004879	4130	6430	3580	5510
NM_022463	248	292	135	226
NM_017610	462	666	252	585
THC2381045	18.2	57.7	8.25	53.7
NM_003597	527	1010	725	1490
NM_173586	6.57	13.4	8.16	9.45
NM_000600	6.55	9.21	8.12	7.89
THC2404479	97.8	145	34.7	86.4
BC072400	77.5	139	69.1	98.4
NM_001008693	6.53	3.03	8.04	2.98
AT_D_M	6.54	3.02	8.02	2.97
NM_002098	130	102	59.1	70.3
A_32_P168727	4520	8800	1890	4070
NM_002172	6.56	3	8	2.96
NM_181788	45.5	72.6	42.5	59.9
AK131385	4390	8130	5690	9300
THC2338780	24.5	47.3	14.5	37.6
NM_002086	6540	10100	6340	9280
NM_005190	1170	2380	1150	2460
NM_181807	6.7	2.98	8.09	2.94
NM_018165	224	344	205	353
L30117	6.77	2.97	8.16	2.94
NM_033449	38.7	58.3	31.4	50.1
BE379389	143	233	142	209
NM_147147	69.1	110	72.9	172
NM_004964	13000	17000	12300	17100
AK098491	100	194	80.7	188
NM_003037	22.2	21.3	8.5	18.7
NM_003740	405	348	219	285
ENST00000306634	7.12	14.1	8.65	11.6
NM_181836	336	341	319	360
NM_198268	2190	2650	1990	3240
NM_018949	26400	41500	23400	43000
NM_018344	7.31	3.89	8.99	2.96
NM_002518	182	182	133	197
NM_006329	38.8	68.8	46.8	163
NM_002397	809	1070	786	1090
THC2313214	7.48	7.55	9.37	8.06
THC2369595	7.51	2.93	9.47	2.94
A_23_P91130	76.1	123	131	235
NM_006377	827	1250	947	1330
NM_005499	6310	14000	5490	9720
NM_015629	4170	6310	2860	4080
A_24_P918364	7.63	4.17	9.91	2.94
NM_006601	57100	85000	33100	69500
A_24_P923439	7.63	2.9	10.1	2.93
AK127569	638	574	573	511
NM_002612	15.9	30.2	62.6	91.3
A_24_P367397	1060	2490	1370	2410
A_24_P93111	2090	4230	1850	2420
A_23_P412927	63.2	76.6	58.2	83.2
A_24_P859124	801	2130	1000	2320
NM_005103	121	165	339	436
A_24_P917530	7.29	3.41	10.2	2.88
NM_004394	231	354	413	422
NM_002625	7.1	14.8	10.1	13.5
THC2328913	21.7	94.1	38.8	71.9
ENST00000366932	47.9	118	35.3	56.8
NM_182831	6.72	2.73	9.85	2.8
DarkCorner	6.57	2.71	9.7	2.78
DarkCorner	8.8	4.05	8.92	2.81
THC2302075	845	1300	1020	1320
NM_031962	8.58	3.17	9.11	2.87
NM_000536	8.47	3.17	9.18	2.9
NM_182493	8.37	3.18	9.23	2.92
NM_003482	32.6	44.1	29.9	53.3
ENST00000304105	8.16	3.19	9.3	2.96
NM_021217	96	191	177	184
BG943724	32.1	69.7	44.3	77.8
AK092824	11.6	33.9	22.7	39.6
ENST00000379187	252	255	230	254
AI267321	61.6	168	98.3	164
NM_001195	3450	3330	4030	5380
NM_139266	388	727	628	744
NM_172369	7.41	3.17	9.14	3.04
THC2316063	7.34	3.16	9.09	3.04
NM_201278	316	926	434	626
NM_000450	7.19	3.15	8.97	3.04
S81579	7.12	3.15	8.91	3.04
NM_152990	7.06	3.18	8.85	3.04
CR608563	6.99	3.13	11.4	14
NM_001876	423	711	644	892
NM_007347	8.57	26	12.4	30.8
NM_001441	6.84	10.5	8.6	5.09
NM_005163	325	840	612	903
NM_007160	6.76	9.53	8.48	4.74
E1A_r60_a104	6.72	10.5	8.42	12
NM_199282	53	72	46.7	81.4
A_32_P174385	1040	1240	994	1680
NM_015602	481	625	454	659
NM_004775	35.8	100	15.4	79.5
THC2303175	19.8	25.9	8.19	28.7
AB209095	39.2	40.7	8.12	38.9
AK027414	6.58	5.65	8.1	3.92
ENST00000238638	6.58	3.02	8.08	2.97
NM_024663	2370	3970	1280	3990
NM_019854	6.59	13.1	8.05	6.21
THC2375415	14.7	28.4	13	23.8
NM_000963	6.62	6	8.04	2.96
AF086196	6.63	14.7	8.05	11.6
A_24_P749080	12.9	16.1	12.7	10.6
BC033359	6.68	3.34	8.07	2.95
NM_001005472	7550	22600	7210	17400
BC029465	6.73	2.98	8.12	2.94
NM_002834	3470	5840	3220	4960
NM_144629	19.2	21.5	13.9	26.8
NM_032725	5480	8660	5760	8790
NM_146421	296	386	345	524
NM_057161	1000	1340	827	1210
NegativeControl	6.96	2.96	8.38	2.93
NM_173576	19.4	32.8	12.9	29.7
NM_032784	7.05	2.96	8.51	4.99
AI906074	177	310	201	360
A_32_P134679	141	178	80.1	187
NM_005241	508	966	406	748
NM_017769	12.4	32.5	10.2	30.8
NM_001007248	8.35	29.5	8.9	27.5
THC2433670	280	482	289	547
NM_144606	2530	2250	1150	1450
NM_016277	435	1010	489	1190
AF060168	7.47	2.94	9.26	2.94
NM_145345	59.7	83.9	44.6	92.3
NM_022138	7.55	18.8	9.46	22.9
NM_001866	2130	6510	2420	5380
ENST00000374851	38.9	46.9	28.8	56.5
NM_017528	13900	18600	11100	13800
AB028986	566	844	511	767
NM_005031	7.68	4.4	9.91	2.94
AK022407	76.5	87.4	62.8	115
M84605	10.5	44.4	10.1	38.8
XM_297205	7.68	2.9	10.1	2.93
AF086464	7.66	2.89	10.2	2.93
AB046770	7.64	2.96	10.2	2.92
NM_001298	7.61	2.87	10.3	2.92
NM_152279	310	618	405	484
ENST00000295249	31.2	62.7	14.3	60.6
BM681332	7.45	2.84	10.3	2.89
AK023412	625	1080	542	1050
NM_020357	6390	9920	6380	8190
NM_000966	34.8	70.3	105	87.2
NM_017821	6.96	2.76	10	3.72
A_24_P367259	362	675	473	548
NM_001012508	6.69	4.91	19	8.06
DarkCorner	8.8	3.15	9.03	2.82
NM_005330	8.69	26.7	14.2	20
NM_005883	206	320	133	183
NM_004364	20600	29900	17000	28000
NM_014314	653	969	907	1250
NM_172171	1030	2690	1190	2660
AK097770	8.16	3.18	9.38	2.96
CR627452	79.7	99.2	82.8	85.9
NM_006529	7.96	3.18	9.38	2.99
BX106493	8.01	18.8	9.37	20.1
NM_000380	652	1230	690	1030
NM_152834	9870	12100	10300	11700
AK096139	7.59	3.17	9.27	3.03
NM_003161	826	2010	1120	1540
E1A_r60_n11	12700	25600	27200	23800
A_24_P340891	2760	5170	3220	4300
A_24_P349428	23.3	78.1	50.4	72.2
A_24_P281730	39.9	118	43.5	112
NM_144593	494	351	551	502
NM_022360	7.07	3.13	8.88	3.04
NM_017652	74.3	97.5	72.1	99.4
AK025323	9.17	7.8	8.75	6.69
A_24_P928250	157	1110	141	1160
NM_002392	46.3	74	49.5	50.7
AF349445	6.83	22.2	15	13.8
BU633484	6.79	19.3	8.51	17.9
NM_014251	1170	2090	528	1110
NM_002784	6.72	3.08	8.4	3.01
NM_145010	6.7	3.07	8.35	3.01
BI759100	6.68	3.06	8.3	3
NM_153620	20	37	8.26	16.8
AK057923	6.64	7.84	8.23	4.61
NM_005322	299	428	182	345
NM_020399	1780	3590	1580	3370
BX105638	6.63	3.03	8.14	2.98
AT_P_M	6.63	3.02	8.12	2.97
NM_033223	6.63	3.02	8.11	2.97
NM_002350	1310	1300	644	1040
NM_021637	133	12.7	45.6	11.8
BC047032	153	232	133	225
NM_138764	1100	1030	1490	1450
NM_004549	89.4	149	65.6	170
BC035650	6.74	2.99	8.13	2.94
NM_005249	188	197	182	176
NM_001986	367	539	123	158
NM_024411	7.82	2.98	8.21	2.94
AB037817	100	107	102	121
BC092421	687	827	499	698
NM_198175	37600	51300	26900	38700
NM_002565	22.5	49	14.5	46.2
AK131217	95	119	90.4	103
NM_182559	7.08	4.88	8.52	2.93
NM_004370	65.1	144	48.7	91.1
NM_014335	16200	21800	11200	21600
THC2350023	16.4	37	8.73	23.4
U05589	7.27	2.95	8.81	2.93
NM_002920	7.32	2.95	8.9	2.93
NM_014725	165	313	347	667
NM_002731	273	191	292	324
NM_015116	7.46	16.2	9.16	7.59
NM_014826	466	478	481	564
NM_145279	176	271	201	329
NM_032044	7.59	2.94	9.44	2.94
NM_031956	7.63	2.94	9.54	2.94
A_24_P213256	18.6	73.4	16.6	61.5
BM129308	432	1010	824	1280
NM_002365	7.71	2.92	9.81	2.94
A_24_P204334	2740	7400	3440	7140
NM_004863	208	487	256	594
NM_000037	42.6	57.3	32.5	73.4
NM_022374	47.8	65.1	21.4	47
NM_006145	3390	3810	2450	2920
ENST00000292562	130	152	57.7	126
NM_019026	9450	9850	10300	11200
NM_000546	75.5	85.4	95.3	97.3
NM_130803	7.59	2.86	10.3	2.9
AT_nB_5	7.53	2.84	10.3	2.9
NM_173803	7.46	6.26	10.3	2.89
NM_000852	74500	104000	86800	111000
NM_004294	246	560	280	452
NM_017506	7.18	2.78	10.2	2.85
AL577308	7.07	5.02	10.1	2.83
NM_138775	235	309	208	183
A_24_P126931	203	702	242	553
DarkCorner	6.64	2.7	9.71	2.77
DarkCorner	8.91	5.29	9.56	2.8
NM_033111	594	383	556	434
NM_017784	1000	1270	1010	1080
NM_153246	8.59	8.04	9.31	4.42
A_24_P925996	8.48	3.74	9.37	2.91
NM_005829	903	1470	769	1070
NM_001015050	538	995	678	873
NM_033215	32	54.7	67.3	87.1
NM_001024858	8.07	3.18	9.45	2.98
THC2318696	7.97	3.18	9.45	2.99
NM_053056	4330	5290	2770	2850
ENST00000373547	122	182	97.3	168
NM_000230	7.68	3.17	9.36	3.02
NM_014026	2880	6450	3320	5680
AT_L_5	7.51	3.17	9.27	3.9
NM_002190	7.44	14.1	10.6	10.1
NM_001008701	259	460	279	380
NM_006212	127	132	98.1	103
NM_001007026	2210	2650	1820	2760
AA019203	52.2	60.6	33.8	96
NM_000022	6620	7640	2620	3880
AF130063	7.04	3.12	8.84	3.03
AF217741	6.98	12.4	8.78	3.03
AK027667	433	916	389	631
NM_015526	340	551	847	1430
NM_139279	2950	6230	2650	5640
NM_012167	53	114	54.8	99.6
NM_025208	6.79	16	8.48	35
NM_001755	3130	3830	2710	5170
BQ323779	6.73	5.9	8.38	3
NM_144780	1200	1610	908	1700
NM_198480	57.5	62.4	20.1	70.3
NM_032529	125	155	151	225
THC2449916	48.7	75.5	27.1	76.6
AK055316	6.67	3.29	8.2	2.98
AK094950	6.67	17.8	9.65	37.2
A_24_P644554	6.68	12.9	8.16	9.02
NM_153767	6.7	12.5	8.14	7.98
NM_174891	238	414	185	281
NM_032828	2410	4420	2900	4500
NM_153234	6.75	3	8.15	2.95
NM_057178	916	1250	770	1000
A_24_P923695	6.8	2.99	8.28	2.94
NM_002409	6.83	3.23	10.5	2.94
AK026368	71.9	116	43.2	61.6
BF983943	6.9	5.25	8.28	2.93
NM_014670	9040	10000	4370	7470
NM_030771	1890	2660	1790	2740
THC2398077	1050	1980	1340	2340
NM_018206	1000	2150	1370	2090
AB051436	1480	1820	942	1120
NM_025239	7.16	2.96	8.59	6.27
NM_000594	13.5	26.2	10.1	17.4
THC2278676	438	641	317	834
NM_000615	7.3	2.96	8.82	2.93
AK025037	7.35	2.95	8.9	2.93
NM_173079	133	261	111	231
NM_181699	574	1140	612	1020
NM_018728	135	284	71.5	375
NM_023945	7.54	10.1	9.25	10.2
A_32_P105893	1220	1350	873	1140
XM_496145	7.66	19.8	9.53	16.8
U80761	16.6	44.1	20.2	40.8
NM_007129	7.73	21.6	9.71	16.5
NM_001042517	617	1010	923	1280
BC009366	7.77	2.92	9.89	2.94
BC015213	7.78	2.92	9.97	2.94
A_24_P923774	7.79	2.91	10	2.93
XM_295309	7.79	2.91	10.1	2.93
NM_020070	82.8	40.4	79.4	38.6
NM_004311	149	102	103	101
AK124059	10.5	7.42	10.3	6.9
NM_017775	177	239	174	224
NM_199327	43.6	101	42.4	45.6
NM_003948	111	143	157	207
E1A_r60_a97	2690	5800	4990	5700
AB082528	421	1140	543	1080
NM_004487	2440	5090	3430	6300
NM_030785	7.28	3.4	22	2.85
NM_199254	7.17	2.77	10.1	2.84
A_24_P237896	395	1220	539	702
NM_004196	58.9	131	84.9	105
DarkCorner	6.77	2.71	9.8	2.78
DarkCorner	8.92	3.14	9.18	2.81
AK091694	8.81	4.38	9.27	2.84
NM_002701	8.99	17	9.35	15.5
NM_181534	8.59	6.88	9.42	2.89
BG998430	8.49	3.17	9.46	2.91
NM_000597	1140	2390	1530	2360
BC032312	877	1020	1010	1120
THC2446522	8.17	3.18	9.53	2.97
NM_148979	412	397	622	648
A_24_P401381	499	748	404	595
AF218008	300	335	322	325
ENST00000368054	7.78	3.17	9.45	3.01
A_24_P935967	7.69	3.17	9.41	3.02
NM_018292	816	2010	681	1220
NM_194247	1080	1460	1170	1480
NM_134424	297	862	482	660
A_24_P204574	7.37	7.15	9.19	6.86
NM_021081	7.3	12	9.13	8.06
NM_006038	56.3	60.2	19.1	54.9
NM_002912	1350	1500	1510	2070
NM_016302	455	538	327	550
NM_003021	1320	1310	727	854
AF090927	1440	2530	961	1630
AK127626	6.96	3.11	8.75	3.02
NM_199053	260	421	229	362
NM_153329	3770	4470	3510	5010
NM_000201	908	1010	750	1430
NM_133494	26.7	37.1	8.51	30.7
NM_022916	1340	2430	304	787
NM_001144	248	377	182	382
NM_144664	420	711	258	745
NM_015469	783	1380	979	2120
NM_005574	36.9	86.5	34.6	121
NM_020652	57	122	64.1	107
AL833848	6.72	3.93	8.24	2.97
A_24_P771278	1010	1350	693	1130
NM_001776	6.73	3.02	8.21	2.96
AF222023	6.74	3.01	8.19	2.96
THC2399007	61.4	49.3	46.3	28.3
CA429005	6.77	9.9	8.19	9.89
NM_152653	187	427	150	342
THC2412411	6.81	2.99	8.21	2.94
A_32_P12122	6.84	2.99	8.22	2.94
ENST00000258775	8.76	8.76	14.7	17.3
NM_004559	22700	32600	18300	29000
NM_015398	67.4	52.5	72	117
NM_000322	6.97	2.98	8.34	2.93
BU678397	9.18	31.3	12.4	28.8
AF090919	507	562	496	527
NM_001004727	16.8	21.3	25.1	23
NM_007121	454	682	459	746
NM_021603	7.19	11.8	8.61	8.86
NM_005823	8.23	5.18	8.67	6.79
NM_007152	395	497	299	397
THC2305336	75.5	143	77.2	147
THC2341129	120	219	66.7	183
X62691	99.4	167	79.9	144
THC2405729	33.7	34.8	23.2	59.1
NM_018011	1010	1280	605	1030
NM_030914	4030	8030	3320	5760
NM_182603	14.5	55.4	10.7	49.5
AK124803	7.66	2.94	9.43	2.94
THC2432207	7.7	2.94	9.52	2.94
AK130071	462	925	783	1060
BM666354	7.77	4.49	9.7	2.94
NM_206962	3650	7930	5470	10400
THC2280689	226	152	105	102
NM_138709	25.5	61.6	30.9	57.7
NM_012156	973	1500	1520	2370
A_23_P142197	82.1	104	62	91.2
NM_018140	1520	1840	1200	1540
NM_004411	83.4	161	308	445
NM_138957	478	997	416	930
CR590573	444	561	865	833
NM_020705	85.6	126	89.6	110
NM_003630	625	1340	730	1190
AF085995	7.63	6.77	13.3	5.27
NM_001496	34.2	75	117	68.4
NM_017735	3240	5790	3790	4450
NM_058229	78.7	155	290	367
ENST00000380231	7.28	2.94	28.5	5.56
NM_144949	166	421	265	383
CV323908	7.02	15.4	20.2	17.2
AK025047	25.6	60.5	35.8	60.7
DarkCorner	6.72	2.7	9.73	2.77
DarkCorner	9.04	5.67	9.19	2.79
DarkCorner	8.93	3.14	9.3	2.82
NM_007235	4800	6840	3380	5090
NM_181671	1680	3020	2390	2720
NM_003940	459	987	879	1100
NM_005733	1280	2870	2120	4370
THC2400121	16.5	20.2	27.4	16.9
NM_007171	5820	11200	9280	13900
NM_018968	8.17	3.18	9.6	2.97
NM_016238	171	443	178	360
AF267875	7.98	3.18	9.56	2.99
BC005231	305	340	275	284
A_24_P660797	503	844	490	648
NM_002248	7.7	8.28	9.46	9.48
NM_002133	82900	37100	174000	107000
AF147440	7.53	3.16	9.35	3.02
NM_000059	20.8	64.9	32.5	67.3
NM_019085	603	616	578	584
A_24_P523325	7.32	3.14	9.17	6.1
A_24_P796428	82.6	100	61.2	102
NM_004363	7.19	3.13	9.04	3.03
NM_001002811	583	804	558	939
AB064667	7.08	11	8.9	3.02
NM_001775	7.03	21.7	15.3	29.7
NM_000291	5620	14900	7830	12400
NM_014034	22.6	96.9	22.2	97.2
AY358167	6.91	13.7	8.65	11.2
NM_022134	6.88	7.6	8.6	4.07
BF663308	6.85	9.96	8.54	5.71
NM_000923	75.2	118	94.7	150
NM_004278	288	482	167	375
NM_013432	2060	2520	1200	1690
NM_024517	211	177	197	216
NM_000419	18.3	29.4	9.81	36.4
NM_005574	27.2	93.1	53.7	119
NR_000035	6.77	3.03	8.28	2.97
THC2344914	62.8	74.3	62.1	118
NM_000944	2220	3990	2620	4370
NM_020643	29.7	57.3	24.4	49.9
BC009078	813	1180	1150	1710
A_24_P743424	6.83	11.5	8.24	10.3
NM_006512	6.85	3	8.25	2.94
A_32_P73707	19	21	18.1	17.6
NM_003441	131	161	110	134
A_24_P127063	1180	2640	963	2000
NM_015621	9.5	7.2	8.33	9.69
NM_020195	1430	1940	1520	2160
NM_144600	99.3	197	65.7	139
NM_003418	18100	21000	11900	14200
NM_133458	43.6	76.5	79.5	74.8
AF034207	7.17	2.97	8.56	2.93
THC2441239	7.78	52.1	12.6	62.3
NM_000575	7.26	2.96	8.68	2.93
NM_172069	11.2	30.5	45.5	90.2
NM_198066	822	1350	454	875
NM_004029	35.9	65.6	42.2	79.3
NM_002551	48.2	64.6	23.1	40.1
NM_173158	17.7	36.1	16	23.7
BU726029	97.5	161	88.6	139
A_24_P398370	7.61	12.1	9.24	9.76
NM_005587	73.1	96.9	74.3	129
NM_002002	7.7	4.1	9.42	4.57
A_24_P375435	78300	92800	55300	81400
NM_014332	7.78	2.94	9.6	2.94
NM_012323	738	893	582	463
NM_006018	7.84	3.8	9.78	5.09
NM_002869	73.6	166	73	173
NM_001065	776	913	739	844
XM_934128	7.9	24.4	11.8	17.8
NM_001033515	269	358	158	223
NM_053056	3800	5340	1800	2750
NM_020764	170	257	132	236
NM_173812	18.9	57.8	21.2	69.6
ENST00000383723	7.85	6.09	10.3	5.85
A_24_P125311	8770	11600	9440	9560
NM_018310	751	889	508	628
M17754	2340	3700	1680	1920
NM_138697	7.65	14.2	22	17.9
NM_017900	28700	59200	29400	49700
NegativeControl	7.48	2.81	12.4	2.87
AK023683	8.2	41.7	31.4	35.1
NM_005253	410	716	527	646
BC045820	205	519	294	423
A_23_P119168	11.6	13.6	18.4	13.3
DarkCorner	6.85	2.71	9.81	2.78
DarkCorner	9.05	5.01	9.32	2.8
NM_017780	8470	10800	4760	5910
NM_001543	80.8	115	80	95.1
NM_018275	356	433	338	379
NM_004212	8.6	3.93	9.61	2.9
NM_022840	165	227	187	241
A_24_P831034	8.39	3.17	9.66	2.94
NM_138957	323	956	495	897
NM_007369	641	802	819	1000
A_24_P936628	8.08	3.17	9.65	2.98
NM_004774	5620	6370	5220	5660
S76980	1010	1810	1340	2020
AK024051	40.5	71.1	54	54.5
NM_198196	7.71	3.16	9.5	3.01
THC2383841	41.5	75.4	38	67.8
NM_000727	7.55	8.78	9.39	3.02
ENST00000371970	7.47	3.15	9.33	3.02
AT_nC_3	7.4	3.21	9.27	3.93
NM_003739	7.33	6.97	9.2	23.1
NM_031444	4490	7080	4910	9520
